"reserved_room_type" "stays_in_week_nights" "stays_in_weekend_nights" "children" "babies"
"26745" "D" 5 2 0 0
"26746" "D" 5 2 0 0
"26747" "F" 4 2 0 0
"26748" "C" 1 1 0 0
"26749" "F" 6 2 0 0
"26750" "D" 6 3 0 0
"26751" "A" 2 2 0 0
"26752" "D" 6 3 0 0
"26753" "F" 1 0 0 0
"26754" "D" 6 3 0 0
"26755" "D" 6 3 0 0
"26756" "A" 1 1 0 0
"26757" "A" 5 2 2 0
"26758" "A" 1 2 1 0
"26759" "A" 5 2 0 0
"26760" "A" 5 2 0 0
"26761" "D" 5 2 0 0
"26762" "A" 2 2 0 0
"26763" "F" 7 4 0 0
"26764" "A" 1 2 0 0
"26765" "D" 5 2 0 0
"26766" "E" 0 0 0 0
"26767" "E" 4 2 0 0
"26768" "E" 4 2 0 0
"26769" "E" 4 2 0 0
"26770" "A" 10 4 0 0
"26771" "D" 7 2 0 0
"26772" "D" 4 2 0 1
"26773" "A" 3 2 0 0
"26774" "D" 2 2 1 0
"26775" "A" 5 2 0 0
"26776" "A" 5 2 0 0
"26777" "A" 5 2 0 1
"26778" "E" 1 0 0 0
"26779" "A" 7 3 0 0
"26780" "F" 3 2 0 0
"26781" "C" 4 2 0 0
"26782" "C" 4 2 0 0
"26783" "D" 1 0 0 0
"26784" "C" 4 2 0 0
"26785" "A" 2 2 0 0
"26786" "A" 2 1 0 0
"26787" "D" 2 2 0 0
"26788" "E" 7 3 0 0
"26789" "A" 2 1 2 0
"26790" "E" 7 3 0 0
"26791" "E" 7 3 0 0
"26792" "G" 2 1 0 0
"26793" "D" 2 1 1 0
"26794" "A" 6 2 1 0
"26795" "G" 1 0 2 0
"26796" "A" 7 3 0 0
"26797" "E" 7 3 0 0
"26798" "A" 5 2 1 0
"26799" "D" 5 2 0 0
"26800" "C" 2 0 2 0
"26801" "A" 2 2 0 0
"26802" "A" 2 2 0 0
"26803" "D" 4 2 1 0
"26804" "A" 2 2 0 0
"26805" "A" 2 1 0 0
"26806" "D" 8 2 0 0
"26807" "A" 10 4 0 0
"26808" "E" 8 2 0 0
"26809" "A" 3 2 0 0
"26810" "G" 3 1 2 0
"26811" "A" 3 1 0 0
"26812" "A" 3 1 0 0
"26813" "C" 2 0 2 0
"26814" "A" 1 0 0 0
"26815" "A" 4 2 0 0
"26816" "A" 10 4 0 0
"26817" "E" 1 0 0 0
"26818" "D" 3 2 0 0
"26819" "G" 2 0 2 0
"26820" "A" 3 1 0 1
"26821" "A" 2 0 0 0
"26822" "D" 3 1 0 0
"26823" "A" 1 0 0 0
"26824" "D" 0 1 0 0
"26825" "A" 1 0 0 0
"26826" "A" 3 1 0 0
"26827" "D" 4 2 1 0
"26828" "A" 1 0 0 0
"26829" "A" 3 0 0 0
"26830" "E" 2 0 0 1
"26831" "A" 3 0 0 0
"26832" "D" 3 1 0 0
"26833" "D" 3 0 0 0
"26834" "D" 3 0 0 0
"26835" "D" 1 0 0 0
"26836" "A" 3 1 0 0
"26837" "E" 2 0 0 0
"26838" "A" 1 0 0 0
"26839" "D" 4 2 0 0
"26840" "G" 1 0 2 0
"26841" "E" 1 0 0 0
"26842" "D" 5 2 0 0
"26843" "A" 4 1 0 0
"26844" "A" 4 1 0 0
"26845" "D" 1 0 0 0
"26846" "H" 4 1 1 0
"26847" "C" 5 2 2 0
"26848" "A" 3 0 0 0
"26849" "A" 2 0 0 0
"26850" "A" 4 1 0 0
"26851" "E" 2 0 0 0
"26852" "A" 4 0 0 0
"26853" "A" 4 2 0 0
"26854" "A" 5 2 0 0
"26855" "F" 2 0 0 0
"26856" "D" 5 2 0 0
"26857" "D" 3 0 0 0
"26858" "D" 5 2 0 0
"26859" "G" 4 2 0 1
"26860" "D" 5 2 0 0
"26861" "E" 1 0 0 0
"26862" "C" 9 2 0 0
"26863" "C" 9 2 2 0
"26864" "A" 4 0 0 0
"26865" "A" 8 2 0 0
"26866" "D" 4 2 0 0
"26867" "E" 4 2 0 0
"26868" "E" 2 0 0 0
"26869" "A" 3 0 0 0
"26870" "D" 3 0 0 0
"26871" "A" 4 2 0 0
"26872" "E" 5 2 0 0
"26873" "D" 5 2 0 0
"26874" "E" 2 0 0 0
"26875" "D" 4 1 0 0
"26876" "D" 10 4 0 0
"26877" "A" 2 0 1 0
"26878" "A" 1 0 1 0
"26879" "G" 4 0 2 0
"26880" "E" 10 4 0 0
"26881" "E" 4 0 0 0
"26882" "E" 3 0 0 0
"26883" "D" 5 2 0 0
"26884" "A" 3 0 0 0
"26885" "D" 5 2 0 0
"26886" "C" 5 1 2 0
"26887" "D" 6 2 0 0
"26888" "A" 5 1 0 0
"26889" "A" 5 1 0 0
"26890" "A" 5 1 0 0
"26891" "A" 5 1 0 0
"26892" "D" 6 2 0 0
"26893" "D" 5 0 0 0
"26894" "A" 5 1 0 0
"26895" "A" 5 1 0 0
"26896" "A" 3 0 0 0
"26897" "A" 4 0 0 0
"26898" "D" 2 0 0 0
"26899" "E" 2 0 0 0
"26900" "G" 2 0 2 0
"26901" "A" 1 0 0 0
"26902" "D" 1 0 0 0
"26903" "A" 5 1 0 0
"26904" "A" 3 0 0 1
"26905" "A" 10 3 0 0
"26906" "G" 2 0 2 0
"26907" "A" 3 0 1 0
"26908" "D" 8 2 0 0
"26909" "A" 6 3 0 0
"26910" "E" 2 1 0 0
"26911" "A" 0 1 0 0
"26912" "A" 0 1 0 0
"26913" "A" 8 3 0 0
"26914" "D" 5 1 0 0
"26915" "A" 8 3 0 0
"26916" "A" 2 1 0 0
"26917" "E" 0 1 0 0
"26918" "D" 5 2 0 0
"26919" "A" 4 1 0 0
"26920" "A" 2 1 0 0
"26921" "D" 1 1 0 0
"26922" "A" 2 1 0 0
"26923" "A" 5 2 0 0
"26924" "D" 6 3 0 0
"26925" "A" 0 1 1 0
"26926" "H" 2 1 1 0
"26927" "C" 2 1 2 0
"26928" "A" 2 1 0 0
"26929" "D" 2 1 1 0
"26930" "E" 1 1 0 0
"26931" "A" 4 1 0 0
"26932" "A" 5 1 0 0
"26933" "A" 2 1 0 0
"26934" "A" 5 2 0 0
"26935" "A" 5 2 0 0
"26936" "D" 5 2 0 0
"26937" "G" 1 1 2 0
"26938" "H" 1 1 1 0
"26939" "D" 5 1 0 0
"26940" "F" 8 3 0 1
"26941" "A" 1 1 0 0
"26942" "D" 1 1 0 0
"26943" "D" 5 2 0 0
"26944" "D" 2 1 1 0
"26945" "D" 4 1 0 0
"26946" "A" 5 1 0 0
"26947" "E" 2 1 0 0
"26948" "A" 2 1 0 0
"26949" "F" 4 1 0 0
"26950" "A" 0 1 0 0
"26951" "E" 1 1 0 0
"26952" "A" 5 2 0 0
"26953" "A" 5 2 0 1
"26954" "A" 5 2 0 0
"26955" "F" 8 3 1 0
"26956" "D" 2 1 0 0
"26957" "D" 2 1 0 0
"26958" "C" 3 1 1 0
"26959" "C" 3 1 0 0
"26960" "C" 3 1 0 0
"26961" "A" 0 0 0 0
"26962" "E" 5 2 0 0
"26963" "A" 1 2 0 0
"26964" "D" 4 2 1 0
"26965" "D" 4 2 0 0
"26966" "D" 3 2 1 0
"26967" "C" 5 2 1 0
"26968" "D" 0 1 0 0
"26969" "D" 5 1 0 0
"26970" "G" 0 2 0 1
"26971" "A" 5 3 0 0
"26972" "A" 5 4 0 0
"26973" "H" 5 3 0 0
"26974" "A" 5 1 0 0
"26975" "F" 3 2 0 0
"26976" "A" 2 2 0 0
"26977" "A" 0 2 0 0
"26978" "D" 7 4 0 0
"26979" "D" 1 2 0 0
"26980" "A" 2 2 0 0
"26981" "A" 0 2 0 0
"26982" "E" 5 3 0 0
"26983" "A" 1 2 0 0
"26984" "A" 5 2 0 1
"26985" "D" 10 4 0 0
"26986" "A" 5 2 0 0
"26987" "D" 1 2 0 0
"26988" "E" 1 2 0 0
"26989" "A" 1 2 0 0
"26990" "A" 0 2 0 0
"26991" "A" 0 2 0 0
"26992" "D" 1 0 0 0
"26993" "A" 0 1 0 0
"26994" "D" 0 1 0 0
"26995" "D" 5 3 0 0
"26996" "A" 1 2 0 0
"26997" "D" 1 2 0 0
"26998" "E" 5 3 0 0
"26999" "F" 5 2 0 0
"27000" "A" 2 2 0 0
"27001" "A" 2 2 0 0
"27002" "A" 2 2 1 0
"27003" "F" 2 2 0 0
"27004" "A" 2 2 1 0
"27005" "C" 2 2 2 0
"27006" "D" 4 2 0 0
"27007" "D" 1 2 0 0
"27008" "E" 1 1 0 0
"27009" "A" 3 2 0 0
"27010" "A" 5 2 0 0
"27011" "D" 1 2 0 0
"27012" "D" 5 2 0 0
"27013" "D" 1 0 0 0
"27014" "C" 2 2 2 0
"27015" "A" 5 2 0 0
"27016" "D" 3 2 0 1
"27017" "A" 2 2 0 0
"27018" "A" 1 0 0 0
"27019" "A" 5 2 0 0
"27020" "A" 10 4 0 0
"27021" "A" 12 4 1 0
"27022" "D" 5 2 0 0
"27023" "E" 12 4 0 0
"27024" "A" 5 2 1 0
"27025" "A" 5 2 0 0
"27026" "E" 5 2 0 0
"27027" "A" 2 0 0 0
"27028" "A" 7 3 1 0
"27029" "F" 2 0 0 0
"27030" "A" 2 1 0 0
"27031" "D" 1 0 0 0
"27032" "C" 2 2 1 0
"27033" "C" 1 0 1 0
"27034" "E" 7 2 0 0
"27035" "E" 7 2 0 0
"27036" "G" 4 2 1 1
"27037" "E" 3 2 0 0
"27038" "A" 5 2 0 0
"27039" "D" 6 2 0 0
"27040" "A" 3 2 0 0
"27041" "D" 1 0 0 0
"27042" "A" 5 2 0 0
"27043" "A" 2 0 0 0
"27044" "A" 4 2 0 0
"27045" "C" 5 2 2 0
"27046" "A" 2 0 0 0
"27047" "A" 2 0 0 0
"27048" "D" 2 1 0 0
"27049" "A" 2 0 0 0
"27050" "G" 3 2 2 0
"27051" "A" 2 0 0 0
"27052" "D" 2 2 1 0
"27053" "A" 7 3 0 0
"27054" "G" 2 1 2 0
"27055" "E" 1 0 0 0
"27056" "E" 10 4 0 0
"27057" "E" 8 2 0 0
"27058" "A" 1 0 0 0
"27059" "A" 1 0 0 0
"27060" "D" 3 2 0 0
"27061" "D" 3 2 0 0
"27062" "A" 1 0 0 0
"27063" "A" 2 0 0 0
"27064" "A" 3 0 0 0
"27065" "A" 1 0 0 0
"27066" "E" 8 4 0 0
"27067" "E" 10 4 0 0
"27068" "E" 3 0 0 0
"27069" "A" 1 0 0 0
"27070" "A" 1 0 0 0
"27071" "D" 3 1 0 0
"27072" "A" 1 0 0 0
"27073" "D" 3 1 0 0
"27074" "G" 1 0 2 0
"27075" "A" 1 0 0 0
"27076" "A" 3 2 0 0
"27077" "D" 5 2 0 0
"27078" "C" 3 1 1 0
"27079" "G" 1 0 0 0
"27080" "A" 1 0 0 0
"27081" "A" 3 1 0 0
"27082" "D" 3 1 0 0
"27083" "E" 10 4 0 0
"27084" "D" 5 2 0 0
"27085" "E" 4 1 0 0
"27086" "A" 5 2 0 0
"27087" "A" 4 0 0 0
"27088" "H" 4 0 1 0
"27089" "D" 6 2 0 0
"27090" "D" 6 2 0 0
"27091" "E" 4 1 0 0
"27092" "A" 4 1 0 0
"27093" "A" 1 0 0 0
"27094" "A" 1 0 0 0
"27095" "E" 2 0 0 0
"27096" "A" 1 0 0 0
"27097" "G" 4 2 2 0
"27098" "A" 4 1 0 0
"27099" "A" 5 2 0 0
"27100" "D" 10 4 0 0
"27101" "D" 3 0 0 0
"27102" "A" 1 0 0 0
"27103" "A" 1 0 0 0
"27104" "A" 1 0 0 0
"27105" "A" 1 0 0 0
"27106" "A" 3 0 0 0
"27107" "A" 6 2 0 0
"27108" "F" 5 2 0 0
"27109" "G" 2 0 2 0
"27110" "D" 2 0 0 0
"27111" "D" 4 0 0 0
"27112" "D" 4 0 1 0
"27113" "D" 5 2 0 0
"27114" "D" 4 2 0 0
"27115" "E" 4 2 0 0
"27116" "D" 4 2 1 0
"27117" "A" 2 0 0 0
"27118" "D" 1 0 0 0
"27119" "A" 2 0 0 0
"27120" "A" 2 0 0 0
"27121" "D" 1 0 0 0
"27122" "A" 5 2 1 0
"27123" "A" 4 0 0 0
"27124" "A" 2 0 0 1
"27125" "A" 1 0 0 0
"27126" "D" 5 2 0 0
"27127" "A" 3 0 0 0
"27128" "E" 5 2 1 0
"27129" "D" 2 0 0 0
"27130" "A" 5 2 0 0
"27131" "A" 5 2 0 0
"27132" "A" 2 0 0 0
"27133" "A" 5 2 0 0
"27134" "D" 5 1 0 0
"27135" "A" 5 1 0 0
"27136" "A" 2 1 0 0
"27137" "D" 5 1 0 0
"27138" "A" 3 0 0 0
"27139" "A" 5 1 0 0
"27140" "A" 5 1 0 0
"27141" "A" 5 1 1 0
"27142" "A" 4 0 0 0
"27143" "A" 3 0 0 1
"27144" "G" 5 0 2 0
"27145" "D" 1 0 0 0
"27146" "A" 0 1 0 0
"27147" "D" 2 0 0 0
"27148" "F" 1 0 0 0
"27149" "E" 4 2 0 0
"27150" "A" 3 0 0 0
"27151" "A" 3 0 0 0
"27152" "F" 5 1 0 0
"27153" "A" 4 0 0 0
"27154" "H" 5 1 2 0
"27155" "A" 4 0 0 0
"27156" "A" 5 1 0 0
"27157" "F" 8 2 0 0
"27158" "A" 1 0 1 0
"27159" "A" 3 2 1 0
"27160" "C" 5 0 0 0
"27161" "D" 10 4 1 0
"27162" "D" 6 3 0 0
"27163" "E" 15 6 0 0
"27164" "D" 6 3 0 0
"27165" "A" 5 2 0 0
"27166" "A" 5 2 0 0
"27167" "A" 1 1 0 0
"27168" "D" 5 1 0 0
"27169" "A" 2 1 0 0
"27170" "F" 10 4 0 0
"27171" "A" 5 2 0 0
"27172" "D" 5 2 0 0
"27173" "D" 5 2 0 0
"27174" "D" 5 2 0 0
"27175" "E" 5 2 0 0
"27176" "D" 6 2 0 0
"27177" "A" 1 1 0 0
"27178" "A" 2 1 0 0
"27179" "C" 4 1 2 0
"27180" "A" 2 1 0 0
"27181" "A" 2 1 0 0
"27182" "D" 4 1 1 0
"27183" "D" 0 1 1 0
"27184" "F" 4 1 0 0
"27185" "A" 4 1 0 0
"27186" "A" 3 1 0 0
"27187" "D" 4 1 0 0
"27188" "F" 4 1 0 0
"27189" "A" 5 2 0 0
"27190" "E" 10 4 0 0
"27191" "E" 1 1 0 0
"27192" "A" 4 1 0 0
"27193" "A" 4 1 0 0
"27194" "E" 2 1 0 0
"27195" "E" 2 1 0 0
"27196" "A" 2 1 0 0
"27197" "A" 1 1 0 0
"27198" "F" 4 1 0 0
"27199" "A" 6 3 0 0
"27200" "D" 3 1 0 0
"27201" "E" 4 1 0 0
"27202" "G" 5 1 0 0
"27203" "A" 1 1 0 0
"27204" "A" 2 1 0 0
"27205" "E" 2 1 1 0
"27206" "A" 10 4 0 0
"27207" "H" 0 1 0 0
"27208" "A" 3 1 0 0
"27209" "H" 1 1 1 1
"27210" "D" 4 1 0 0
"27211" "E" 2 1 0 1
"27212" "D" 1 1 1 0
"27213" "D" 0 0 0 0
"27214" "E" 5 2 0 0
"27215" "E" 1 2 0 0
"27216" "E" 1 2 0 0
"27217" "D" 5 2 0 0
"27218" "A" 0 0 0 0
"27219" "A" 0 1 0 0
"27220" "A" 0 1 0 0
"27221" "A" 5 2 0 0
"27222" "F" 1 2 0 0
"27223" "G" 2 0 0 0
"27224" "G" 5 3 2 0
"27225" "D" 5 3 0 0
"27226" "H" 3 2 1 0
"27227" "A" 4 2 0 1
"27228" "D" 1 2 0 0
"27229" "D" 6 4 1 0
"27230" "D" 5 2 0 0
"27231" "A" 5 4 0 0
"27232" "E" 5 3 0 0
"27233" "A" 3 2 0 0
"27234" "C" 5 3 2 0
"27235" "E" 3 2 0 0
"27236" "G" 6 4 2 0
"27237" "C" 5 2 2 0
"27238" "E" 6 2 0 0
"27239" "D" 5 2 0 0
"27240" "F" 6 3 0 0
"27241" "C" 9 4 2 0
"27242" "C" 4 2 2 0
"27243" "G" 10 4 2 0
"27244" "G" 1 0 2 0
"27245" "A" 1 0 0 0
"27246" "E" 4 2 1 0
"27247" "C" 5 2 3 0
"27248" "E" 3 2 1 0
"27249" "E" 4 2 0 0
"27250" "E" 5 2 1 0
"27251" "E" 5 2 0 0
"27252" "A" 1 0 0 0
"27253" "C" 9 4 1 0
"27254" "A" 4 2 0 0
"27255" "A" 1 1 0 0
"27256" "F" 6 3 0 0
"27257" "D" 5 2 0 0
"27258" "D" 1 1 0 0
"27259" "G" 2 2 1 1
"27260" "C" 6 2 2 0
"27261" "A" 1 0 0 0
"27262" "D" 0 0 0 0
"27263" "A" 4 2 0 0
"27264" "A" 5 2 0 0
"27265" "A" 7 3 0 0
"27266" "E" 1 0 0 0
"27267" "E" 3 1 0 0
"27268" "D" 7 4 0 0
"27269" "C" 6 2 2 0
"27270" "G" 4 2 2 0
"27271" "F" 2 0 0 0
"27272" "E" 2 0 0 0
"27273" "E" 2 0 1 0
"27274" "C" 1 0 0 0
"27275" "C" 2 1 2 0
"27276" "A" 2 0 0 0
"27277" "E" 1 0 0 0
"27278" "D" 8 4 0 0
"27279" "D" 5 2 1 0
"27280" "E" 5 2 1 0
"27281" "D" 2 1 0 0
"27282" "D" 3 2 0 0
"27283" "A" 2 1 0 0
"27284" "G" 2 2 2 0
"27285" "A" 2 0 0 0
"27286" "F" 2 2 1 0
"27287" "A" 5 2 0 0
"27288" "D" 7 2 0 0
"27289" "D" 10 4 0 0
"27290" "D" 3 1 0 0
"27291" "A" 3 1 0 0
"27292" "E" 3 1 0 0
"27293" "G" 1 0 2 0
"27294" "D" 4 2 0 0
"27295" "E" 4 2 0 0
"27296" "A" 6 2 0 0
"27297" "A" 3 0 0 0
"27298" "D" 2 0 0 0
"27299" "D" 8 2 1 0
"27300" "D" 6 2 1 0
"27301" "A" 3 0 0 0
"27302" "A" 3 0 0 0
"27303" "A" 3 2 0 0
"27304" "F" 1 0 0 0
"27305" "D" 3 1 0 0
"27306" "A" 3 1 0 0
"27307" "A" 3 2 0 0
"27308" "D" 4 2 0 0
"27309" "A" 5 2 0 0
"27310" "A" 3 2 0 0
"27311" "A" 8 2 0 0
"27312" "E" 8 2 0 0
"27313" "A" 10 4 0 0
"27314" "A" 10 4 0 0
"27315" "D" 10 4 0 0
"27316" "A" 10 4 0 0
"27317" "A" 10 4 0 0
"27318" "F" 3 1 0 0
"27319" "E" 3 1 0 0
"27320" "A" 7 2 0 0
"27321" "D" 1 0 0 0
"27322" "E" 3 1 0 0
"27323" "G" 2 0 2 0
"27324" "H" 3 1 0 0
"27325" "C" 5 2 0 0
"27326" "A" 5 2 0 0
"27327" "A" 2 0 0 0
"27328" "A" 4 1 1 0
"27329" "E" 4 2 0 0
"27330" "A" 1 0 0 0
"27331" "A" 5 2 0 0
"27332" "A" 1 0 0 0
"27333" "D" 7 2 0 0
"27334" "D" 4 2 1 0
"27335" "G" 1 0 0 0
"27336" "D" 5 2 0 0
"27337" "D" 5 2 1 0
"27338" "D" 5 2 0 0
"27339" "F" 4 2 1 0
"27340" "E" 10 4 0 0
"27341" "D" 5 2 0 0
"27342" "A" 5 2 0 0
"27343" "A" 1 0 1 0
"27344" "E" 1 0 0 0
"27345" "A" 3 0 0 0
"27346" "A" 4 0 0 1
"27347" "A" 2 0 0 0
"27348" "D" 5 2 1 0
"27349" "D" 4 0 0 0
"27350" "A" 5 2 0 0
"27351" "D" 4 1 0 0
"27352" "H" 1 0 0 0
"27353" "A" 3 0 0 0
"27354" "D" 1 0 0 0
"27355" "E" 5 2 0 0
"27356" "A" 5 2 0 0
"27357" "A" 5 2 0 0
"27358" "G" 2 0 1 0
"27359" "A" 5 2 0 0
"27360" "A" 5 2 1 0
"27361" "A" 5 2 0 0
"27362" "D" 4 2 0 0
"27363" "D" 5 2 0 0
"27364" "D" 5 0 0 0
"27365" "A" 4 0 0 0
"27366" "A" 4 0 0 0
"27367" "A" 6 2 1 0
"27368" "A" 5 1 0 0
"27369" "C" 5 1 0 0
"27370" "A" 5 2 0 0
"27371" "E" 1 0 0 0
"27372" "A" 5 2 0 0
"27373" "A" 5 2 0 1
"27374" "A" 3 0 0 0
"27375" "A" 5 1 0 0
"27376" "D" 1 0 0 0
"27377" "A" 5 2 0 0
"27378" "A" 5 2 1 0
"27379" "E" 5 1 0 0
"27380" "A" 5 2 0 0
"27381" "D" 10 2 0 0
"27382" "D" 10 2 0 0
"27383" "A" 5 1 0 0
"27384" "A" 4 0 0 0
"27385" "A" 5 2 0 1
"27386" "C" 6 2 2 0
"27387" "D" 5 1 1 1
"27388" "A" 2 0 0 0
"27389" "A" 2 0 0 0
"27390" "D" 5 1 0 0
"27391" "G" 4 0 0 0
"27392" "A" 3 0 0 0
"27393" "A" 5 2 0 0
"27394" "A" 5 1 0 0
"27395" "D" 10 4 0 0
"27396" "A" 5 1 0 0
"27397" "A" 2 0 0 0
"27398" "A" 5 0 0 0
"27399" "D" 2 0 0 0
"27400" "A" 2 0 0 0
"27401" "A" 2 0 0 0
"27402" "G" 1 0 2 0
"27403" "G" 1 2 2 0
"27404" "D" 5 1 0 0
"27405" "F" 5 2 0 0
"27406" "H" 5 1 1 0
"27407" "C" 3 1 2 0
"27408" "C" 3 1 0 0
"27409" "C" 5 2 1 1
"27410" "A" 10 3 1 0
"27411" "A" 5 2 0 0
"27412" "A" 5 2 0 0
"27413" "D" 5 2 0 0
"27414" "E" 2 1 0 0
"27415" "A" 0 1 0 0
"27416" "A" 0 1 0 0
"27417" "D" 1 1 0 0
"27418" "E" 3 1 0 0
"27419" "F" 5 2 1 0
"27420" "A" 3 1 0 1
"27421" "A" 2 1 0 0
"27422" "C" 6 3 2 0
"27423" "A" 5 2 0 0
"27424" "E" 5 2 0 0
"27425" "H" 5 2 1 0
"27426" "D" 1 1 0 0
"27427" "H" 1 1 1 0
"27428" "E" 5 3 0 0
"27429" "G" 7 3 2 0
"27430" "A" 7 3 0 0
"27431" "E" 5 2 0 0
"27432" "A" 3 1 0 0
"27433" "A" 1 1 0 0
"27434" "G" 5 2 2 0
"27435" "A" 5 2 0 0
"27436" "D" 5 2 0 1
"27437" "D" 2 1 0 0
"27438" "D" 1 1 0 0
"27439" "A" 0 0 0 0
"27440" "C" 5 2 2 0
"27441" "D" 5 2 0 0
"27442" "A" 0 0 0 0
"27443" "D" 2 1 0 0
"27444" "D" 2 1 0 0
"27445" "F" 5 2 0 0
"27446" "E" 5 2 0 0
"27447" "A" 0 1 0 0
"27448" "D" 5 2 1 0
"27449" "D" 3 2 0 0
"27450" "D" 2 2 0 0
"27451" "A" 5 2 1 0
"27452" "A" 2 2 0 0
"27453" "D" 4 2 0 0
"27454" "A" 0 2 0 0
"27455" "H" 0 1 1 0
"27456" "E" 3 2 0 0
"27457" "E" 3 2 0 0
"27458" "E" 3 2 0 0
"27459" "E" 3 2 0 0
"27460" "E" 3 2 0 0
"27461" "E" 3 2 0 0
"27462" "A" 1 2 0 0
"27463" "E" 1 2 0 0
"27464" "F" 1 2 0 0
"27465" "A" 1 2 0 0
"27466" "A" 0 1 0 0
"27467" "G" 2 2 2 0
"27468" "F" 1 2 0 0
"27469" "A" 2 2 0 1
"27470" "A" 2 2 1 0
"27471" "A" 0 1 0 0
"27472" "E" 2 2 0 0
"27473" "A" 10 4 1 0
"27474" "F" 5 2 0 0
"27475" "A" 0 2 0 0
"27476" "G" 2 0 0 0
"27477" "D" 5 2 0 0
"27478" "D" 5 2 0 0
"27479" "A" 5 2 1 0
"27480" "D" 5 2 0 0
"27481" "E" 3 2 0 0
"27482" "A" 2 2 0 0
"27483" "A" 2 2 0 0
"27484" "E" 2 2 0 0
"27485" "A" 1 0 0 0
"27486" "A" 1 0 0 0
"27487" "A" 1 0 0 0
"27488" "A" 1 0 0 0
"27489" "A" 1 0 0 0
"27490" "H" 1 0 1 0
"27491" "A" 1 0 0 0
"27492" "A" 1 1 0 0
"27493" "A" 3 2 1 0
"27494" "G" 0 0 0 0
"27495" "A" 3 2 0 0
"27496" "H" 1 1 1 0
"27497" "H" 1 0 1 0
"27498" "D" 5 2 0 0
"27499" "D" 5 2 0 0
"27500" "A" 1 2 0 0
"27501" "G" 1 2 2 0
"27502" "G" 1 0 2 0
"27503" "C" 5 2 0 0
"27504" "D" 1 2 0 0
"27505" "D" 1 1 0 0
"27506" "A" 1 1 0 0
"27507" "A" 3 2 0 0
"27508" "E" 1 0 0 0
"27509" "G" 6 4 2 0
"27510" "D" 2 2 0 0
"27511" "D" 5 2 0 0
"27512" "A" 5 2 0 0
"27513" "E" 7 3 0 0
"27514" "A" 4 2 0 0
"27515" "A" 5 2 0 0
"27516" "A" 2 2 0 0
"27517" "D" 2 2 1 0
"27518" "D" 2 2 0 0
"27519" "D" 3 2 0 0
"27520" "G" 1 0 0 0
"27521" "E" 1 0 0 0
"27522" "A" 1 0 0 0
"27523" "A" 2 1 0 0
"27524" "A" 4 2 0 0
"27525" "A" 2 0 0 0
"27526" "A" 2 2 0 0
"27527" "A" 2 2 0 0
"27528" "A" 7 3 0 0
"27529" "A" 1 0 0 0
"27530" "A" 1 0 0 0
"27531" "A" 2 2 0 0
"27532" "D" 5 2 0 0
"27533" "D" 2 0 0 0
"27534" "D" 1 0 0 0
"27535" "A" 5 2 0 0
"27536" "A" 5 2 0 0
"27537" "A" 4 2 0 0
"27538" "E" 8 2 0 0
"27539" "A" 5 2 0 0
"27540" "D" 5 2 0 0
"27541" "A" 5 2 0 0
"27542" "A" 5 2 0 0
"27543" "A" 3 1 0 0
"27544" "D" 5 2 0 1
"27545" "A" 5 2 0 1
"27546" "A" 2 0 0 0
"27547" "A" 2 0 0 0
"27548" "A" 4 2 0 0
"27549" "A" 3 2 0 0
"27550" "A" 3 2 0 0
"27551" "A" 3 2 0 0
"27552" "A" 3 2 0 0
"27553" "E" 2 0 0 0
"27554" "A" 3 1 0 0
"27555" "D" 5 2 0 0
"27556" "C" 1 0 0 0
"27557" "F" 3 0 0 0
"27558" "A" 3 1 0 0
"27559" "A" 3 1 0 0
"27560" "A" 3 1 0 0
"27561" "A" 3 1 0 0
"27562" "A" 3 2 0 0
"27563" "A" 3 1 0 0
"27564" "A" 3 1 0 0
"27565" "A" 3 1 0 0
"27566" "C" 4 2 0 0
"27567" "G" 3 1 2 0
"27568" "A" 3 1 0 0
"27569" "C" 3 2 1 0
"27570" "F" 3 0 0 0
"27571" "D" 10 4 0 0
"27572" "G" 5 2 0 0
"27573" "D" 5 2 0 0
"27574" "E" 5 2 0 0
"27575" "D" 5 2 0 0
"27576" "E" 5 2 0 0
"27577" "E" 5 2 0 0
"27578" "D" 4 2 0 0
"27579" "A" 5 2 0 0
"27580" "C" 5 2 0 0
"27581" "A" 4 0 0 0
"27582" "A" 4 0 0 0
"27583" "C" 4 2 0 0
"27584" "D" 4 2 0 0
"27585" "D" 4 2 0 1
"27586" "F" 9 4 0 0
"27587" "E" 1 0 0 0
"27588" "F" 5 2 0 0
"27589" "E" 4 2 1 0
"27590" "A" 4 0 0 0
"27591" "E" 4 0 0 0
"27592" "A" 9 2 0 0
"27593" "D" 10 4 0 0
"27594" "A" 5 2 0 0
"27595" "D" 4 0 0 0
"27596" "F" 12 4 0 0
"27597" "A" 2 0 0 0
"27598" "E" 4 1 1 0
"27599" "H" 4 0 2 0
"27600" "D" 5 2 0 0
"27601" "A" 4 2 0 0
"27602" "A" 3 0 0 0
"27603" "A" 1 0 0 0
"27604" "F" 5 2 0 0
"27605" "A" 2 0 0 0
"27606" "A" 5 2 0 0
"27607" "A" 5 1 0 0
"27608" "E" 1 0 0 0
"27609" "A" 10 4 0 0
"27610" "A" 10 4 0 0
"27611" "A" 3 0 0 0
"27612" "D" 1 0 0 0
"27613" "G" 2 0 0 0
"27614" "A" 3 0 0 0
"27615" "A" 3 0 0 0
"27616" "G" 3 0 1 0
